kingdom,phylum,class,genus,species,bacteria,strain_id,bacgroup,order
Bacteria,Cyanobacteria,-,Acaryochloris,Acaryochloris_marina,Acaryochloris_marina_MBIC11017_uid58167,494,Cyanobacteria,Chroococcales
Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacter,Acetobacter_pasteurianus,Acetobacter_pasteurianus_IFO_3283_01_uid59279,2402,Alphaproteobacteria,Rhodospirillales
Bacteria,Firmicutes,Clostridia,Acetohalobium,Acetohalobium_arabaticum,Acetohalobium_arabaticum_DSM_5501_uid51423,501,Clostridia,Halanaerobiales
Bacteria,Tenericutes,Mollicutes,Acholeplasma,Acholeplasma_laidlawii,Acholeplasma_laidlawii_PG_8A_uid58901,502,Tenericutes,Acholeplasmatales
Bacteria,Proteobacteria,Betaproteobacteria,Achromobacter,Achromobacter_xylosoxidans,Achromobacter_xylosoxidans_A8_uid59899,503,Betaproteobacteria,Burkholderiales
Bacteria,Firmicutes,Negativicutes,Acidaminococcus,Acidaminococcus_fermentans,Acidaminococcus_fermentans_DSM_20731_uid43471,504,Negativicutes,Selenomonadales
Bacteria,Firmicutes,Negativicutes,Acidaminococcus,Acidaminococcus_intestini,Acidaminococcus_intestini_RyC_MR95_uid74445,505,Negativicutes,Selenomonadales
Archaea,Crenarchaeota,Thermoprotei,Acidianus,Acidianus_hospitalis,Acidianus_hospitalis_W1_uid66875,506,Crenarchaeota,Sulfolobales
Archaea,Crenarchaeota,Thermoprotei,Acidilobus,Acidilobus_saccharovorans,Acidilobus_saccharovorans_345_15_uid51395,507,Crenarchaeota,Acidilobales
Bacteria,Actinobacteria,Actinobacteria,Acidimicrobium,Acidimicrobium_ferrooxidans,Acidimicrobium_ferrooxidans_DSM_10331_uid59215,2406,Actinobacteria,Acidimicrobiales
Bacteria,Proteobacteria,Alphaproteobacteria,Acidiphilium,Acidiphilium_cryptum,Acidiphilium_cryptum_JF_5_uid58447,2407,Alphaproteobacteria,Rhodospirillales
Bacteria,Proteobacteria,Alphaproteobacteria,Acidiphilium,Acidiphilium_multivorum,Acidiphilium_multivorum_AIU301_uid63345,2408,Alphaproteobacteria,Rhodospirillales
Bacteria,Proteobacteria,Gammaproteobacteria,Acidithiobacillus,Acidithiobacillus_caldus,Acidithiobacillus_caldus_SM_1_uid70791,2409,Gammaproteobacteria,Acidithiobacillales
Bacteria,Proteobacteria,Gammaproteobacteria,Acidithiobacillus,Acidithiobacillus_ferrivorans,Acidithiobacillus_ferrivorans_SS3_uid67387,2410,Gammaproteobacteria,Acidithiobacillales
Bacteria,Proteobacteria,Gammaproteobacteria,Acidithiobacillus,Acidithiobacillus_ferrooxidans,Acidithiobacillus_ferrooxidans_ATCC_23270_uid57649,509,Gammaproteobacteria,Acidithiobacillales
Bacteria,Proteobacteria,Gammaproteobacteria,Acidithiobacillus,Acidithiobacillus_ferrooxidans,Acidithiobacillus_ferrooxidans_ATCC_53993_uid58613,511,Gammaproteobacteria,Acidithiobacillales
Bacteria,Acidobacteria,Acidobacteriia,Acidobacterium,Acidobacterium_capsulatum,Acidobacterium_capsulatum_ATCC_51196_uid59127,2411,Acidobacteria,Acidobacteriales
Bacteria,Acidobacteria,Acidobacteriia,Acidobacterium,Acidobacterium_MP5ACTX9,Acidobacterium_MP5ACTX9_uid50551,513,Acidobacteria,Acidobacteriales
Bacteria,Actinobacteria,Actinobacteria,Acidothermus,Acidothermus_cellulolyticus,Acidothermus_cellulolyticus_11B_uid58501,514,Actinobacteria,Actinomycetales
Bacteria,Proteobacteria,Betaproteobacteria,Acidovorax,Acidovorax_avenae,Acidovorax_avenae_ATCC_19860_uid42497,2413,Betaproteobacteria,Burkholderiales
Bacteria,Proteobacteria,Betaproteobacteria,Acidovorax,Acidovorax_citrulli,Acidovorax_citrulli_AAC00_1_uid58429,515,Betaproteobacteria,Burkholderiales
Bacteria,Proteobacteria,Betaproteobacteria,Acidovorax,Acidovorax_ebreus,Acidovorax_ebreus_TPSY_uid59233,516,Betaproteobacteria,Burkholderiales
Bacteria,Proteobacteria,Betaproteobacteria,Acidovorax,Acidovorax_JS42,Acidovorax_JS42_uid58427,2414,Betaproteobacteria,Burkholderiales
Archaea,Euryarchaeota,-,Aciduliprofundum,Aciduliprofundum_boonei,Aciduliprofundum_boonei_T469_uid43333,2415,Euryarchaeota,-
Bacteria,Proteobacteria,Gammaproteobacteria,Acinetobacter,Acinetobacter_ADP1,Acinetobacter_ADP1_uid61597,529,Gammaproteobacteria,Pseudomonadales
Bacteria,Proteobacteria,Gammaproteobacteria,Acinetobacter,Acinetobacter_baumannii,Acinetobacter_baumannii_AB0057_uid59083,2420,Gammaproteobacteria,Pseudomonadales
Bacteria,Proteobacteria,Gammaproteobacteria,Acinetobacter,Acinetobacter_baumannii,Acinetobacter_baumannii_AB307_0294_uid59271,2508,Gammaproteobacteria,Pseudomonadales
Bacteria,Proteobacteria,Gammaproteobacteria,Acinetobacter,Acinetobacter_baumannii,Acinetobacter_baumannii_ACICU_uid58765,562,Gammaproteobacteria,Pseudomonadales
Bacteria,Proteobacteria,Gammaproteobacteria,Acinetobacter,Acinetobacter_baumannii,Acinetobacter_baumannii_ATCC_17978_uid58731,2509,Gammaproteobacteria,Pseudomonadales
Bacteria,Proteobacteria,Gammaproteobacteria,Acinetobacter,Acinetobacter_baumannii,Acinetobacter_baumannii_AYE_uid61637,2510,Gammaproteobacteria,Pseudomonadales
Bacteria,Proteobacteria,Gammaproteobacteria,Acinetobacter,Acinetobacter_baumannii,Acinetobacter_baumannii_SDF_uid61601,2519,Gammaproteobacteria,Pseudomonadales
Bacteria,Proteobacteria,Gammaproteobacteria,Acinetobacter,Acinetobacter_oleivorans,Acinetobacter_oleivorans_DR1_uid50119,2523,Gammaproteobacteria,Pseudomonadales
Bacteria,Proteobacteria,Gammaproteobacteria,Actinobacillus,Actinobacillus_pleuropneumoniae,Actinobacillus_pleuropneumoniae_serovar_3_JL03_uid58891,2524,Gammaproteobacteria,Pasteurellales
Bacteria,Proteobacteria,Gammaproteobacteria,Actinobacillus,Actinobacillus_pleuropneumoniae,Actinobacillus_pleuropneumoniae_serovar_5b_L20_uid58789,568,Gammaproteobacteria,Pasteurellales
Bacteria,Proteobacteria,Gammaproteobacteria,Actinobacillus,Actinobacillus_pleuropneumoniae,Actinobacillus_pleuropneumoniae_serovar_7_AP76_uid59231,2525,Gammaproteobacteria,Pasteurellales
Bacteria,Proteobacteria,Gammaproteobacteria,Actinobacillus,Actinobacillus_succinogenes,Actinobacillus_succinogenes_130Z_uid58247,569,Gammaproteobacteria,Pasteurellales
Bacteria,Actinobacteria,Actinobacteria,Actinosynnema,Actinosynnema_mirum,Actinosynnema_mirum_DSM_43827_uid58951,587,Actinobacteria,Actinomycetales
Bacteria,Firmicutes,Bacilli,Aerococcus,Aerococcus_urinae,Aerococcus_urinae_ACS_120_V_Col10a_uid64757,676,Bacilli,Lactobacillales
Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonas,Aeromonas_hydrophila,Aeromonas_hydrophila_ATCC_7966_uid58617,2647,Gammaproteobacteria,Aeromonadales
Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonas,Aeromonas_salmonicida,Aeromonas_salmonicida_A449_uid58631,752,Gammaproteobacteria,Aeromonadales
Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonas,Aeromonas_veronii,Aeromonas_veronii_B565_uid66323,753,Gammaproteobacteria,Aeromonadales
Archaea,Crenarchaeota,Thermoprotei,Aeropyrum,Aeropyrum_pernix,Aeropyrum_pernix_K1_uid57757,754,Crenarchaeota,Desulfurococcales
Bacteria,Proteobacteria,Gammaproteobacteria,Aggregatibacter,Aggregatibacter_actinomycetemcomitans,Aggregatibacter_actinomycetemcomitans_D11S_1_uid41333,757,Gammaproteobacteria,Pasteurellales
Bacteria,Proteobacteria,Gammaproteobacteria,Aggregatibacter,Aggregatibacter_aphrophilus,Aggregatibacter_aphrophilus_NJ8700_uid59407,759,Gammaproteobacteria,Pasteurellales
Bacteria,Proteobacteria,Alphaproteobacteria,Agrobacterium,Agrobacterium_H13,Agrobacterium_H13_3_uid63403,760,Alphaproteobacteria,Rhizobiales
Bacteria,Proteobacteria,Alphaproteobacteria,Agrobacterium,Agrobacterium_radiobacter,Agrobacterium_radiobacter_K84_uid58269,2649,Alphaproteobacteria,Rhizobiales
Bacteria,Proteobacteria,Alphaproteobacteria,Agrobacterium,Agrobacterium_tumefaciens,Agrobacterium_tumefaciens_C58_uid57865,2650,Alphaproteobacteria,Rhizobiales
Bacteria,Proteobacteria,Alphaproteobacteria,Agrobacterium,Agrobacterium_vitis,Agrobacterium_vitis_S4_uid58249,761,Alphaproteobacteria,Rhizobiales
Bacteria,Verrucomicrobia,Verrucomicrobiae,Akkermansia,Akkermansia_muciniphila,Akkermansia_muciniphila_ATCC_BAA_835_uid58985,762,Verrucomicrobia,Verrucomicrobiales
Bacteria,Proteobacteria,Gammaproteobacteria,Alcanivorax,Alcanivorax_borkumensis,Alcanivorax_borkumensis_SK2_uid58169,763,Gammaproteobacteria,Oceanospirillales
Bacteria,Proteobacteria,Betaproteobacteria,Alicycliphilus,Alicycliphilus_denitrificans,Alicycliphilus_denitrificans_BC_uid49953,765,Betaproteobacteria,Burkholderiales
Bacteria,Proteobacteria,Betaproteobacteria,Alicycliphilus,Alicycliphilus_denitrificans,Alicycliphilus_denitrificans_K601_uid66307,767,Betaproteobacteria,Burkholderiales
Bacteria,Firmicutes,Bacilli,Alicyclobacillus,Alicyclobacillus_acidocaldarius,Alicyclobacillus_acidocaldarius_DSM_446_uid59199,768,Bacilli,Bacillales
Bacteria,Proteobacteria,Gammaproteobacteria,Aliivibrio,Aliivibrio_salmonicida,Aliivibrio_salmonicida_LFI1238_uid59251,2661,Gammaproteobacteria,Vibrionales
Bacteria,Proteobacteria,Gammaproteobacteria,Alkalilimnicola,Alkalilimnicola_ehrlichii,Alkalilimnicola_ehrlichii_MLHE_1_uid58467,772,Gammaproteobacteria,Chromatiales
Bacteria,Firmicutes,Clostridia,Alkaliphilus,Alkaliphilus_metalliredigens,Alkaliphilus_metalliredigens_QYMF_uid58171,773,Clostridia,Clostridiales
Bacteria,Firmicutes,Clostridia,Alkaliphilus,Alkaliphilus_oremlandii,Alkaliphilus_oremlandii_OhILAs_uid58495,2662,Clostridia,Clostridiales
Bacteria,Proteobacteria,Gammaproteobacteria,Allochromatium,Allochromatium_vinosum,Allochromatium_vinosum_DSM_180_uid46083,783,Gammaproteobacteria,Chromatiales
Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonas,Alteromonas_macleodii,Alteromonas_macleodii__Deep_ecotype__uid58251,914,Gammaproteobacteria,Alteromonadales
Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonas,Alteromonas_SN2,Alteromonas_SN2_uid67349,930,Gammaproteobacteria,Alteromonadales
Bacteria,Synergistetes,Synergistia,Aminobacterium,Aminobacterium_colombiense,Aminobacterium_colombiense_DSM_12261_uid47083,931,Synergistetes,Synergistales
Bacteria,Firmicutes,Clostridia,Ammonifex,Ammonifex_degensii,Ammonifex_degensii_KC4_uid41053,932,Clostridia,Thermoanaerobacterales
Bacteria,Actinobacteria,Actinobacteria,Amycolatopsis,Amycolatopsis_mediterranei,Amycolatopsis_mediterranei_U32_uid50565,936,Actinobacteria,Actinomycetales
Bacteria,Actinobacteria,Actinobacteria,Amycolicicoccus,Amycolicicoccus_subflavus,Amycolicicoccus_subflavus_DQS3_9A1_uid67253,937,Actinobacteria,Actinomycetales
Bacteria,Cyanobacteria,-,Anabaena,Anabaena_variabilis,Anabaena_variabilis_ATCC_29413_uid58043,938,Cyanobacteria,Nostocales
Bacteria,Firmicutes,Clostridia,Anaerococcus,Anaerococcus_prevotii,Anaerococcus_prevotii_DSM_20548_uid59219,940,Clostridia,Clostridiales
Bacteria,Chloroflexi,Anaerolineae,Anaerolinea,Anaerolinea_thermophila,Anaerolinea_thermophila_UNI_1_uid62245,941,Chloroflexi,Anaerolineales
Bacteria,Proteobacteria,Deltaproteobacteria,Anaeromyxobacter,Anaeromyxobacter_dehalogenans,Anaeromyxobacter_dehalogenans_2CP_1_uid58989,942,Deltaproteobacteria,Myxococcales
Bacteria,Proteobacteria,Deltaproteobacteria,Anaeromyxobacter,Anaeromyxobacter_dehalogenans,Anaeromyxobacter_dehalogenans_2CP_C_uid58135,943,Deltaproteobacteria,Myxococcales
Bacteria,Proteobacteria,Deltaproteobacteria,Anaeromyxobacter,Anaeromyxobacter_Fw109,Anaeromyxobacter_Fw109_5_uid58755,944,Deltaproteobacteria,Myxococcales
Bacteria,Proteobacteria,Deltaproteobacteria,Anaeromyxobacter,Anaeromyxobacter_K,Anaeromyxobacter_K_uid58953,2976,Deltaproteobacteria,Myxococcales
Bacteria,Proteobacteria,Alphaproteobacteria,Anaplasma,Anaplasma_centrale,Anaplasma_centrale_Israel_uid42155,3075,Alphaproteobacteria,Rickettsiales
Bacteria,Proteobacteria,Alphaproteobacteria,Anaplasma,Anaplasma_marginale,Anaplasma_marginale_Florida_uid58577,3175,Alphaproteobacteria,Rickettsiales
Bacteria,Proteobacteria,Alphaproteobacteria,Anaplasma,Anaplasma_marginale,Anaplasma_marginale_Maries_uid57629,1239,Alphaproteobacteria,Rickettsiales
Bacteria,Proteobacteria,Alphaproteobacteria,Anaplasma,Anaplasma_phagocytophilum,Anaplasma_phagocytophilum_HZ_uid57951,1240,Alphaproteobacteria,Rickettsiales
Bacteria,Firmicutes,Bacilli,Anoxybacillus,Anoxybacillus_flavithermus,Anoxybacillus_flavithermus_WK1_uid59135,1241,Bacilli,Bacillales
Bacteria,Aquificae,Aquificae,Aquifex,Aquifex_aeolicus,Aquifex_aeolicus_VF5_uid57765,1242,Aquificae,Aquificales
Bacteria,Actinobacteria,Actinobacteria,Arcanobacterium,Arcanobacterium_haemolyticum,Arcanobacterium_haemolyticum_DSM_20595_uid49489,1243,Actinobacteria,Actinomycetales
Archaea,Euryarchaeota,Archaeoglobi,Archaeoglobus,Archaeoglobus_fulgidus,Archaeoglobus_fulgidus_DSM_4304_uid57717,3240,Euryarchaeota,Archaeoglobales
Archaea,Euryarchaeota,Archaeoglobi,Archaeoglobus,Archaeoglobus_profundus,Archaeoglobus_profundus_DSM_5631_uid43493,1275,Euryarchaeota,Archaeoglobales
Archaea,Euryarchaeota,Archaeoglobi,Archaeoglobus,Archaeoglobus_veneficus,Archaeoglobus_veneficus_SNP6_uid65269,1276,Euryarchaeota,Archaeoglobales
Bacteria,Proteobacteria,Epsilonproteobacteria,Arcobacter,Arcobacter_butzleri,Arcobacter_butzleri_RM4018_uid58557,3278,Epsilonproteobacteria,Campylobacterales
Bacteria,Proteobacteria,Epsilonproteobacteria,Arcobacter,Arcobacter_nitrofigilis,Arcobacter_nitrofigilis_DSM_7299_uid49001,1288,Epsilonproteobacteria,Campylobacterales
Bacteria,Proteobacteria,Betaproteobacteria,Aromatoleum,Aromatoleum_aromaticum,Aromatoleum_aromaticum_EbN1_uid58231,1289,Betaproteobacteria,Rhodocyclales
Bacteria,Actinobacteria,Actinobacteria,Arthrobacter,Arthrobacter_arilaitensis,Arthrobacter_arilaitensis_Re117_uid53509,1290,Actinobacteria,Actinomycetales
Bacteria,Actinobacteria,Actinobacteria,Arthrobacter,Arthrobacter_aurescens,Arthrobacter_aurescens_TC1_uid58109,1291,Actinobacteria,Actinomycetales
Bacteria,Actinobacteria,Actinobacteria,Arthrobacter,Arthrobacter_chlorophenolicus,Arthrobacter_chlorophenolicus_A6_uid58969,1292,Actinobacteria,Actinomycetales
Bacteria,Actinobacteria,Actinobacteria,Arthrobacter,Arthrobacter_FB24,Arthrobacter_FB24_uid58141,1293,Actinobacteria,Actinomycetales
Bacteria,Actinobacteria,Actinobacteria,Arthrobacter,Arthrobacter_phenanthrenivorans,Arthrobacter_phenanthrenivorans_Sphe3_uid63629,1295,Actinobacteria,Actinomycetales
Bacteria,Tenericutes,Mollicutes,Aster,Aster_yellows,Aster_yellows_witches_broom_phytoplasma_AYWB_uid58297,1394,Tenericutes,Acholeplasmatales
Bacteria,Proteobacteria,Alphaproteobacteria,Asticcacaulis,Asticcacaulis_excentricus,Asticcacaulis_excentricus_CB_48_uid55641,3477,Alphaproteobacteria,Caulobacterales
Bacteria,Actinobacteria,Actinobacteria,Atopobium,Atopobium_parvulum,Atopobium_parvulum_DSM_20469_uid59195,1428,Actinobacteria,Coriobacteriales
Bacteria,Proteobacteria,Betaproteobacteria,Azoarcus,Azoarcus_BH72,Azoarcus_BH72_uid61603,1429,Betaproteobacteria,Rhodocyclales
Bacteria,Proteobacteria,Alphaproteobacteria,Azorhizobium,Azorhizobium_caulinodans,Azorhizobium_caulinodans_ORS_571_uid58905,1446,Alphaproteobacteria,Rhizobiales
Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillum,Azospirillum_B510,Azospirillum_B510_uid46085,1447,Alphaproteobacteria,Rhodospirillales
Bacteria,Proteobacteria,Gammaproteobacteria,Azotobacter,Azotobacter_vinelandii,Azotobacter_vinelandii_DJ_uid57597,1449,Gammaproteobacteria,Pseudomonadales
Bacteria,Firmicutes,Bacilli,Bacillus,Bacillus_amyloliquefaciens,Bacillus_amyloliquefaciens_DSM_7_uid53535,1450,Bacilli,Bacillales
Bacteria,Firmicutes,Bacilli,Bacillus,Bacillus_amyloliquefaciens,Bacillus_amyloliquefaciens_FZB42_uid58271,1451,Bacilli,Bacillales
Bacteria,Firmicutes,Bacilli,Bacillus,Bacillus_anthracis,Bacillus_anthracis_A0248_uid59385,3752,Bacilli,Bacillales
Bacteria,Firmicutes,Bacilli,Bacillus,Bacillus_anthracis,Bacillus_anthracis__Ames_Ancestor__uid58083,3774,Bacilli,Bacillales
Bacteria,Firmicutes,Bacilli,Bacillus,Bacillus_anthracis,Bacillus_anthracis_Ames_uid57909,3792,Bacilli,Bacillales
Bacteria,Firmicutes,Bacilli,Bacillus,Bacillus_anthracis,Bacillus_anthracis_CDC_684_uid59303,3793,Bacilli,Bacillales
Bacteria,Firmicutes,Bacilli,Bacillus,Bacillus_anthracis,Bacillus_anthracis_Sterne_uid58091,3800,Bacilli,Bacillales
Bacteria,Firmicutes,Bacilli,Bacillus,Bacillus_atrophaeus,Bacillus_atrophaeus_1942_uid59887,3806,Bacilli,Bacillales
Bacteria,Firmicutes,Bacilli,Bacillus,Bacillus_cellulosilyticus,Bacillus_cellulosilyticus_DSM_2522_uid43329,1730,Bacilli,Bacillales
Bacteria,Firmicutes,Bacilli,Bacillus,Bacillus_cereus,Bacillus_cereus_03BB102_uid59299,3808,Bacilli,Bacillales
Bacteria,Firmicutes,Bacilli,Bacillus,Bacillus_cereus,Bacillus_cereus_AH187_uid58753,3818,Bacilli,Bacillales
Bacteria,Firmicutes,Bacilli,Bacillus,Bacillus_cereus,Bacillus_cereus_AH820_uid58751,3819,Bacilli,Bacillales
Bacteria,Firmicutes,Bacilli,Bacillus,Bacillus_cereus,Bacillus_cereus_ATCC_10987_uid57673,1734,Bacilli,Bacillales
Bacteria,Firmicutes,Bacilli,Bacillus,Bacillus_cereus,Bacillus_cereus_ATCC_14579_uid57975,3809,Bacilli,Bacillales
Bacteria,Firmicutes,Bacilli,Bacillus,Bacillus_cereus,Bacillus_cereus_B4264_uid58757,1732,Bacilli,Bacillales
Bacteria,Firmicutes,Bacilli,Bacillus,Bacillus_cereus,Bacillus_cereus_biovar_anthracis_CI_uid50615,1733,Bacilli,Bacillales
Bacteria,Firmicutes,Bacilli,Bacillus,Bacillus_cereus,Bacillus_cereus_E33L_uid58103,3810,Bacilli,Bacillales
Bacteria,Firmicutes,Bacilli,Bacillus,Bacillus_cereus,Bacillus_cereus_G9842_uid58759,3815,Bacilli,Bacillales
Bacteria,Firmicutes,Bacilli,Bacillus,Bacillus_cereus,Bacillus_cereus_Q1_uid58529,3817,Bacilli,Bacillales
Bacteria,Firmicutes,Bacilli,Bacillus,Bacillus_clausii,Bacillus_clausii_KSM_K16_uid58237,3811,Bacilli,Bacillales
Bacteria,Firmicutes,Bacilli,Bacillus,Bacillus_coagulans,Bacillus_coagulans_2_6_uid68053,3812,Bacilli,Bacillales
Bacteria,Firmicutes,Bacilli,Bacillus,Bacillus_coagulans,Bacillus_coagulans_36D1_uid54335,3813,Bacilli,Bacillales
Bacteria,Firmicutes,Bacilli,Bacillus,Bacillus_cytotoxicus,Bacillus_cytotoxicus_NVH_391_98_uid58317,3834,Bacilli,Bacillales
Bacteria,Firmicutes,Bacilli,Bacillus,Bacillus_halodurans,Bacillus_halodurans_C_125_uid57791,3845,Bacilli,Bacillales
Bacteria,Firmicutes,Bacilli,Bacillus,Bacillus_licheniformis,Bacillus_licheniformis_ATCC_14580_uid58097,437,Bacilli,Bacillales
Bacteria,Firmicutes,Bacilli,Bacillus,Bacillus_megaterium,Bacillus_megaterium_DSM319_uid48371,510,Bacilli,Bacillales
Bacteria,Firmicutes,Bacilli,Bacillus,Bacillus_megaterium,Bacillus_megaterium_QM_B1551_uid15862,525,Bacilli,Bacillales
Bacteria,Firmicutes,Bacilli,Bacillus,Bacillus_pseudofirmus,Bacillus_pseudofirmus_OF4_uid45847,527,Bacilli,Bacillales
Bacteria,Firmicutes,Bacilli,Bacillus,Bacillus_pumilus,Bacillus_pumilus_SAFR_032_uid59017,528,Bacilli,Bacillales
Bacteria,Firmicutes,Bacilli,Bacillus,Bacillus_selenitireducens,Bacillus_selenitireducens_MLS10_uid49513,678,Bacilli,Bacillales
Bacteria,Firmicutes,Bacilli,Bacillus,Bacillus_subtilis,Bacillus_subtilis_168_uid57675,2587,Bacilli,Bacillales
Bacteria,Firmicutes,Bacilli,Bacillus,Bacillus_subtilis,Bacillus_subtilis_BSn5_uid62463,679,Bacilli,Bacillales
Bacteria,Firmicutes,Bacilli,Bacillus,Bacillus_subtilis,Bacillus_subtilis_spizizenii_TU_B_10_uid73967,681,Bacilli,Bacillales
Bacteria,Firmicutes,Bacilli,Bacillus,Bacillus_subtilis,Bacillus_subtilis_spizizenii_W23_uid51879,682,Bacilli,Bacillales
Bacteria,Firmicutes,Bacilli,Bacillus,Bacillus_thuringiensis,Bacillus_thuringiensis_Al_Hakam_uid58795,756,Bacilli,Bacillales
Bacteria,Firmicutes,Bacilli,Bacillus,Bacillus_thuringiensis,Bacillus_thuringiensis_BMB171_uid49135,758,Bacilli,Bacillales
Bacteria,Firmicutes,Bacilli,Bacillus,Bacillus_thuringiensis,Bacillus_thuringiensis_serovar_konkukian_97_27_uid58089,1753,Bacilli,Bacillales
Bacteria,Firmicutes,Bacilli,Bacillus,Bacillus_weihenstephanensis,Bacillus_weihenstephanensis_KBAB4_uid58315,8,Bacilli,Bacillales
Bacteria,Bacteroidetes,Bacteroidia,Bacteroides,Bacteroides_fragilis,Bacteroides_fragilis_NCTC_9343_uid57639,1894,Bacteroidetes,Bacteroidales
Bacteria,Bacteroidetes,Bacteroidia,Bacteroides,Bacteroides_fragilis,Bacteroides_fragilis_YCH46_uid58195,97,Bacteroidetes,Bacteroidales
Bacteria,Bacteroidetes,Bacteroidia,Bacteroides,Bacteroides_helcogenes,Bacteroides_helcogenes_P_36_108_uid62135,438,Bacteroidetes,Bacteroidales
Bacteria,Bacteroidetes,Bacteroidia,Bacteroides,Bacteroides_salanitronis,Bacteroides_salanitronis_DSM_18170_uid63269,580,Bacteroidetes,Bacteroidales
Bacteria,Bacteroidetes,Bacteroidia,Bacteroides,Bacteroides_thetaiotaomicron,Bacteroides_thetaiotaomicron_VPI_5482_uid62913,581,Bacteroidetes,Bacteroidales
Bacteria,Bacteroidetes,Bacteroidia,Bacteroides,Bacteroides_vulgatus,Bacteroides_vulgatus_ATCC_8482_uid58253,582,Bacteroidetes,Bacteroidales
Bacteria,Proteobacteria,Alphaproteobacteria,Bartonella,Bartonella_bacilliformis,Bartonella_bacilliformis_KC583_uid58533,583,Alphaproteobacteria,Rhizobiales
Bacteria,Proteobacteria,Alphaproteobacteria,Bartonella,Bartonella_clarridgeiae,Bartonella_clarridgeiae_73_uid62131,1086,Alphaproteobacteria,Rhizobiales
Bacteria,Proteobacteria,Alphaproteobacteria,Bartonella,Bartonella_grahamii,Bartonella_grahamii_as4aup_uid59405,1089,Alphaproteobacteria,Rhizobiales
Bacteria,Proteobacteria,Alphaproteobacteria,Bartonella,Bartonella_henselae,Bartonella_henselae_Houston_1_uid57745,1090,Alphaproteobacteria,Rhizobiales
Bacteria,Proteobacteria,Alphaproteobacteria,Bartonella,Bartonella_quintana,Bartonella_quintana_Toulouse_uid57635,2988,Alphaproteobacteria,Rhizobiales
Bacteria,Proteobacteria,Alphaproteobacteria,Bartonella,Bartonella_tribocorum,Bartonella_tribocorum_CIP_105476_uid59129,1087,Alphaproteobacteria,Rhizobiales
Bacteria,Proteobacteria,Gammaproteobacteria,Baumannia,Baumannia_cicadellinicola,Baumannia_cicadellinicola_Hc__Homalodisca_coagulata__uid58111,1088,Gammaproteobacteria,-
Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrio,Bdellovibrio_bacteriovorus,Bdellovibrio_bacteriovorus_HD100_uid61595,1118,Deltaproteobacteria,Bdellovibrionales
Bacteria,Proteobacteria,Alphaproteobacteria,Beijerinckia,Beijerinckia_indica,Beijerinckia_indica_ATCC_9039_uid59057,1297,Alphaproteobacteria,Rhizobiales
Bacteria,Actinobacteria,Actinobacteria,Beutenbergia,Beutenbergia_cavernae,Beutenbergia_cavernae_DSM_12333_uid59047,1497,Actinobacteria,Actinomycetales
Bacteria,Actinobacteria,Actinobacteria,Bifidobacterium,Bifidobacterium_adolescentis,Bifidobacterium_adolescentis_ATCC_15703_uid58559,1498,Actinobacteria,Bifidobacteriales
Bacteria,Actinobacteria,Actinobacteria,Bifidobacterium,Bifidobacterium_animalis,Bifidobacterium_animalis_lactis_AD011_uid58911,1500,Actinobacteria,Bifidobacteriales
Bacteria,Actinobacteria,Actinobacteria,Bifidobacterium,Bifidobacterium_animalis,Bifidobacterium_animalis_lactis_Bl_04_uid59359,3530,Actinobacteria,Bifidobacteriales
Bacteria,Actinobacteria,Actinobacteria,Bifidobacterium,Bifidobacterium_animalis,Bifidobacterium_animalis_lactis_DSM_10140_uid59357,1768,Actinobacteria,Bifidobacteriales
Bacteria,Actinobacteria,Actinobacteria,Bifidobacterium,Bifidobacterium_bifidum,Bifidobacterium_bifidum_PRL2010_uid59883,1772,Actinobacteria,Bifidobacteriales
Bacteria,Actinobacteria,Actinobacteria,Bifidobacterium,Bifidobacterium_bifidum,Bifidobacterium_bifidum_S17_uid59545,1773,Actinobacteria,Bifidobacteriales
Bacteria,Actinobacteria,Actinobacteria,Bifidobacterium,Bifidobacterium_dentium,Bifidobacterium_dentium_Bd1_uid43091,3900,Actinobacteria,Bifidobacteriales
Bacteria,Actinobacteria,Actinobacteria,Bifidobacterium,Bifidobacterium_longum,Bifidobacterium_longum_BBMN68_uid60163,800,Actinobacteria,Bifidobacteriales
Bacteria,Actinobacteria,Actinobacteria,Bifidobacterium,Bifidobacterium_longum,Bifidobacterium_longum_DJO10A_uid58833,799,Actinobacteria,Bifidobacteriales
Bacteria,Actinobacteria,Actinobacteria,Bifidobacterium,Bifidobacterium_longum,Bifidobacterium_longum_infantis_157F_uid62693,801,Actinobacteria,Bifidobacteriales
Bacteria,Actinobacteria,Actinobacteria,Bifidobacterium,Bifidobacterium_longum,Bifidobacterium_longum_infantis_ATCC_15697_uid58677,802,Actinobacteria,Bifidobacteriales
Bacteria,Actinobacteria,Actinobacteria,Bifidobacterium,Bifidobacterium_longum,Bifidobacterium_longum_JCM_1217_uid62695,804,Actinobacteria,Bifidobacteriales
